,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
935,1,Brasil,1572,Mil pessoas,61299,1,Brasil,201804,4º trimestre 2018,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
936,1,Brasil,2,%,0.3,1,Brasil,201804,4º trimestre 2018,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
937,1,Brasil,2,%,100.0,1,Brasil,201804,4º trimestre 2018,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
938,1,Brasil,2,%,-,1,Brasil,201804,4º trimestre 2018,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
939,1,Brasil,2,%,63.3,1,Brasil,201804,4º trimestre 2018,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
940,1,Brasil,2,%,0.2,1,Brasil,201804,4º trimestre 2018,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
941,1,Brasil,2,%,55.9,1,Brasil,201804,4º trimestre 2018,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
942,1,Brasil,2,%,0.2,1,Brasil,201804,4º trimestre 2018,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
943,1,Brasil,2,%,7.4,1,Brasil,201804,4º trimestre 2018,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
944,1,Brasil,2,%,0.9,1,Brasil,201804,4º trimestre 2018,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
945,1,Brasil,2,%,11.7,1,Brasil,201804,4º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
946,1,Brasil,2,%,0.9,1,Brasil,201804,4º trimestre 2018,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
947,1,Brasil,2,%,40.7,1,Brasil,201804,4º trimestre 2018,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
948,1,Brasil,2,%,0.5,1,Brasil,201804,4º trimestre 2018,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
949,1,Brasil,1572,Mil pessoas,38042,1,Brasil,201804,4º trimestre 2018,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
950,1,Brasil,2,%,0.5,1,Brasil,201804,4º trimestre 2018,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
951,1,Brasil,2,%,100.0,1,Brasil,201804,4º trimestre 2018,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
952,1,Brasil,2,%,-,1,Brasil,201804,4º trimestre 2018,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
953,1,Brasil,1572,Mil pessoas,167690,1,Brasil,201901,1º trimestre 2019,1641,Pessoas de 14 anos ou mais de idade,6794,Total
954,1,Brasil,2,%,0.0,1,Brasil,201901,1º trimestre 2019,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
955,1,Brasil,2,%,100.0,1,Brasil,201901,1º trimestre 2019,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
956,1,Brasil,2,%,-,1,Brasil,201901,1º trimestre 2019,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
957,1,Brasil,1572,Mil pessoas,106273,1,Brasil,201901,1º trimestre 2019,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
958,1,Brasil,2,%,0.2,1,Brasil,201901,1º trimestre 2019,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
959,1,Brasil,2,%,100.0,1,Brasil,201901,1º trimestre 2019,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
960,1,Brasil,2,%,-,1,Brasil,201901,1º trimestre 2019,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
961,1,Brasil,1572,Mil pessoas,92621,1,Brasil,201901,1º trimestre 2019,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
962,1,Brasil,2,%,0.2,1,Brasil,201901,1º trimestre 2019,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
963,1,Brasil,2,%,100.0,1,Brasil,201901,1º trimestre 2019,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
964,1,Brasil,2,%,-,1,Brasil,201901,1º trimestre 2019,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
965,1,Brasil,1572,Mil pessoas,13651,1,Brasil,201901,1º trimestre 2019,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
966,1,Brasil,2,%,1.0,1,Brasil,201901,1º trimestre 2019,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
967,1,Brasil,2,%,100.0,1,Brasil,201901,1º trimestre 2019,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
968,1,Brasil,2,%,-,1,Brasil,201901,1º trimestre 2019,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
969,1,Brasil,1572,Mil pessoas,61417,1,Brasil,201901,1º trimestre 2019,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
970,1,Brasil,2,%,0.3,1,Brasil,201901,1º trimestre 2019,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
971,1,Brasil,2,%,100.0,1,Brasil,201901,1º trimestre 2019,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
972,1,Brasil,2,%,-,1,Brasil,201901,1º trimestre 2019,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
973,1,Brasil,2,%,63.4,1,Brasil,201901,1º trimestre 2019,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
974,1,Brasil,2,%,0.2,1,Brasil,201901,1º trimestre 2019,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
975,1,Brasil,2,%,55.2,1,Brasil,201901,1º trimestre 2019,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
976,1,Brasil,2,%,0.2,1,Brasil,201901,1º trimestre 2019,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
977,1,Brasil,2,%,8.1,1,Brasil,201901,1º trimestre 2019,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
978,1,Brasil,2,%,1.0,1,Brasil,201901,1º trimestre 2019,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
979,1,Brasil,2,%,12.8,1,Brasil,201901,1º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
980,1,Brasil,2,%,1.0,1,Brasil,201901,1º trimestre 2019,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
981,1,Brasil,2,%,40.4,1,Brasil,201901,1º trimestre 2019,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
982,1,Brasil,2,%,0.5,1,Brasil,201901,1º trimestre 2019,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
983,1,Brasil,1572,Mil pessoas,37394,1,Brasil,201901,1º trimestre 2019,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
984,1,Brasil,2,%,0.5,1,Brasil,201901,1º trimestre 2019,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
985,1,Brasil,2,%,100.0,1,Brasil,201901,1º trimestre 2019,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
986,1,Brasil,2,%,-,1,Brasil,201901,1º trimestre 2019,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
987,1,Brasil,1572,Mil pessoas,168128,1,Brasil,201902,2º trimestre 2019,1641,Pessoas de 14 anos ou mais de idade,6794,Total
988,1,Brasil,2,%,0.0,1,Brasil,201902,2º trimestre 2019,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
989,1,Brasil,2,%,100.0,1,Brasil,201902,2º trimestre 2019,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
990,1,Brasil,2,%,-,1,Brasil,201902,2º trimestre 2019,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
991,1,Brasil,1572,Mil pessoas,107170,1,Brasil,201902,2º trimestre 2019,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
992,1,Brasil,2,%,0.2,1,Brasil,201902,2º trimestre 2019,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
993,1,Brasil,2,%,100.0,1,Brasil,201902,2º trimestre 2019,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
994,1,Brasil,2,%,-,1,Brasil,201902,2º trimestre 2019,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
995,1,Brasil,1572,Mil pessoas,94159,1,Brasil,201902,2º trimestre 2019,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
996,1,Brasil,2,%,0.2,1,Brasil,201902,2º trimestre 2019,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
997,1,Brasil,2,%,100.0,1,Brasil,201902,2º trimestre 2019,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
998,1,Brasil,2,%,-,1,Brasil,201902,2º trimestre 2019,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
999,1,Brasil,1572,Mil pessoas,13011,1,Brasil,201902,2º trimestre 2019,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1000,1,Brasil,2,%,1.0,1,Brasil,201902,2º trimestre 2019,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1001,1,Brasil,2,%,100.0,1,Brasil,201902,2º trimestre 2019,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1002,1,Brasil,2,%,-,1,Brasil,201902,2º trimestre 2019,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1003,1,Brasil,1572,Mil pessoas,60958,1,Brasil,201902,2º trimestre 2019,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1004,1,Brasil,2,%,0.3,1,Brasil,201902,2º trimestre 2019,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1005,1,Brasil,2,%,100.0,1,Brasil,201902,2º trimestre 2019,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1006,1,Brasil,2,%,-,1,Brasil,201902,2º trimestre 2019,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1007,1,Brasil,2,%,63.7,1,Brasil,201902,2º trimestre 2019,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1008,1,Brasil,2,%,0.2,1,Brasil,201902,2º trimestre 2019,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1009,1,Brasil,2,%,56.0,1,Brasil,201902,2º trimestre 2019,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1010,1,Brasil,2,%,0.2,1,Brasil,201902,2º trimestre 2019,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1011,1,Brasil,2,%,7.7,1,Brasil,201902,2º trimestre 2019,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1012,1,Brasil,2,%,1.0,1,Brasil,201902,2º trimestre 2019,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1013,1,Brasil,2,%,12.1,1,Brasil,201902,2º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1014,1,Brasil,2,%,1.0,1,Brasil,201902,2º trimestre 2019,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1015,1,Brasil,2,%,40.8,1,Brasil,201902,2º trimestre 2019,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1016,1,Brasil,2,%,0.4,1,Brasil,201902,2º trimestre 2019,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1017,1,Brasil,1572,Mil pessoas,38412,1,Brasil,201902,2º trimestre 2019,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1018,1,Brasil,2,%,0.5,1,Brasil,201902,2º trimestre 2019,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1019,1,Brasil,2,%,100.0,1,Brasil,201902,2º trimestre 2019,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1020,1,Brasil,2,%,-,1,Brasil,201902,2º trimestre 2019,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1021,1,Brasil,1572,Mil pessoas,168565,1,Brasil,201903,3º trimestre 2019,1641,Pessoas de 14 anos ou mais de idade,6794,Total
1022,1,Brasil,2,%,0.0,1,Brasil,201903,3º trimestre 2019,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
1023,1,Brasil,2,%,100.0,1,Brasil,201903,3º trimestre 2019,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1024,1,Brasil,2,%,-,1,Brasil,201903,3º trimestre 2019,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1025,1,Brasil,1572,Mil pessoas,107535,1,Brasil,201903,3º trimestre 2019,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1026,1,Brasil,2,%,0.2,1,Brasil,201903,3º trimestre 2019,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1027,1,Brasil,2,%,100.0,1,Brasil,201903,3º trimestre 2019,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1028,1,Brasil,2,%,-,1,Brasil,201903,3º trimestre 2019,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1029,1,Brasil,1572,Mil pessoas,94737,1,Brasil,201903,3º trimestre 2019,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1030,1,Brasil,2,%,0.2,1,Brasil,201903,3º trimestre 2019,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1031,1,Brasil,2,%,100.0,1,Brasil,201903,3º trimestre 2019,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1032,1,Brasil,2,%,-,1,Brasil,201903,3º trimestre 2019,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1033,1,Brasil,1572,Mil pessoas,12798,1,Brasil,201903,3º trimestre 2019,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1034,1,Brasil,2,%,1.0,1,Brasil,201903,3º trimestre 2019,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1035,1,Brasil,2,%,100.0,1,Brasil,201903,3º trimestre 2019,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1036,1,Brasil,2,%,-,1,Brasil,201903,3º trimestre 2019,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1037,1,Brasil,1572,Mil pessoas,61030,1,Brasil,201903,3º trimestre 2019,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1038,1,Brasil,2,%,0.3,1,Brasil,201903,3º trimestre 2019,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1039,1,Brasil,2,%,100.0,1,Brasil,201903,3º trimestre 2019,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1040,1,Brasil,2,%,-,1,Brasil,201903,3º trimestre 2019,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1041,1,Brasil,2,%,63.8,1,Brasil,201903,3º trimestre 2019,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1042,1,Brasil,2,%,0.2,1,Brasil,201903,3º trimestre 2019,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1043,1,Brasil,2,%,56.2,1,Brasil,201903,3º trimestre 2019,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1044,1,Brasil,2,%,0.2,1,Brasil,201903,3º trimestre 2019,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1045,1,Brasil,2,%,7.6,1,Brasil,201903,3º trimestre 2019,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1046,1,Brasil,2,%,1.0,1,Brasil,201903,3º trimestre 2019,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1047,1,Brasil,2,%,11.9,1,Brasil,201903,3º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1048,1,Brasil,2,%,1.0,1,Brasil,201903,3º trimestre 2019,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1049,1,Brasil,2,%,40.9,1,Brasil,201903,3º trimestre 2019,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1050,1,Brasil,2,%,0.5,1,Brasil,201903,3º trimestre 2019,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1051,1,Brasil,1572,Mil pessoas,38776,1,Brasil,201903,3º trimestre 2019,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1052,1,Brasil,2,%,0.5,1,Brasil,201903,3º trimestre 2019,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1053,1,Brasil,2,%,100.0,1,Brasil,201903,3º trimestre 2019,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1054,1,Brasil,2,%,-,1,Brasil,201903,3º trimestre 2019,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1055,1,Brasil,1572,Mil pessoas,168997,1,Brasil,201904,4º trimestre 2019,1641,Pessoas de 14 anos ou mais de idade,6794,Total
1056,1,Brasil,2,%,0.0,1,Brasil,201904,4º trimestre 2019,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
1057,1,Brasil,2,%,100.0,1,Brasil,201904,4º trimestre 2019,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1058,1,Brasil,2,%,-,1,Brasil,201904,4º trimestre 2019,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1059,1,Brasil,1572,Mil pessoas,107418,1,Brasil,201904,4º trimestre 2019,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1060,1,Brasil,2,%,0.2,1,Brasil,201904,4º trimestre 2019,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1061,1,Brasil,2,%,100.0,1,Brasil,201904,4º trimestre 2019,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1062,1,Brasil,2,%,-,1,Brasil,201904,4º trimestre 2019,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1063,1,Brasil,1572,Mil pessoas,95515,1,Brasil,201904,4º trimestre 2019,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1064,1,Brasil,2,%,0.2,1,Brasil,201904,4º trimestre 2019,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1065,1,Brasil,2,%,100.0,1,Brasil,201904,4º trimestre 2019,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1066,1,Brasil,2,%,-,1,Brasil,201904,4º trimestre 2019,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1067,1,Brasil,1572,Mil pessoas,11903,1,Brasil,201904,4º trimestre 2019,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1068,1,Brasil,2,%,1.1,1,Brasil,201904,4º trimestre 2019,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1069,1,Brasil,2,%,100.0,1,Brasil,201904,4º trimestre 2019,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1070,1,Brasil,2,%,-,1,Brasil,201904,4º trimestre 2019,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1071,1,Brasil,1572,Mil pessoas,61579,1,Brasil,201904,4º trimestre 2019,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1072,1,Brasil,2,%,0.3,1,Brasil,201904,4º trimestre 2019,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1073,1,Brasil,2,%,100.0,1,Brasil,201904,4º trimestre 2019,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1074,1,Brasil,2,%,-,1,Brasil,201904,4º trimestre 2019,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1075,1,Brasil,2,%,63.6,1,Brasil,201904,4º trimestre 2019,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1076,1,Brasil,2,%,0.2,1,Brasil,201904,4º trimestre 2019,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1077,1,Brasil,2,%,56.5,1,Brasil,201904,4º trimestre 2019,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1078,1,Brasil,2,%,0.2,1,Brasil,201904,4º trimestre 2019,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1079,1,Brasil,2,%,7.0,1,Brasil,201904,4º trimestre 2019,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1080,1,Brasil,2,%,1.1,1,Brasil,201904,4º trimestre 2019,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1081,1,Brasil,2,%,11.1,1,Brasil,201904,4º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1082,1,Brasil,2,%,1.0,1,Brasil,201904,4º trimestre 2019,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1083,1,Brasil,2,%,40.6,1,Brasil,201904,4º trimestre 2019,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1084,1,Brasil,2,%,0.4,1,Brasil,201904,4º trimestre 2019,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1085,1,Brasil,1572,Mil pessoas,38756,1,Brasil,201904,4º trimestre 2019,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1086,1,Brasil,2,%,0.5,1,Brasil,201904,4º trimestre 2019,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1087,1,Brasil,2,%,100.0,1,Brasil,201904,4º trimestre 2019,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1088,1,Brasil,2,%,-,1,Brasil,201904,4º trimestre 2019,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1089,1,Brasil,1572,Mil pessoas,169427,1,Brasil,202001,1º trimestre 2020,1641,Pessoas de 14 anos ou mais de idade,6794,Total
1090,1,Brasil,2,%,0.0,1,Brasil,202001,1º trimestre 2020,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
